epoch,d_loss0,d_loss1,g_loss
3470,0.377147,0.230395,2.59697
3480,0.232615,0.213429,1.78714
3490,0.484377,0.233033,3.43305
3500,0.532878,0.237247,3.17615
3510,0.548177,0.854776,2.39845
3520,0.315703,0.295695,2.50635
3530,0.237289,0.2867,4.24746
3540,0.372339,0.249405,2.99049
3550,0.28041,0.234093,2.90292
3560,0.556828,0.741065,3.29844
3570,0.496573,0.380096,3.33808
3580,0.223036,0.302882,3.11642
3590,0.444324,0.22092,4.0328
3600,0.504881,0.23028,2.98984
3610,0.305339,0.198773,2.80005
3620,0.35089,0.260579,3.32388
3630,0.433297,0.244532,2.77385
3640,0.301596,0.221452,2.64688
3650,0.31117,0.270219,2.75573
3660,0.298082,0.251518,2.68231
3670,0.316282,0.239632,2.89249
3680,0.526417,0.198456,3.3892
3690,0.494315,0.50436,3.28019
3700,0.445933,0.315943,3.57866
3710,0.937517,0.668128,4.14909
3720,0.515092,0.449825,4.13866
3730,0.260213,0.227969,2.84465
3740,0.455532,0.191064,3.98492
3750,0.399265,0.223886,3.08884
3760,0.413401,0.433106,3.91752
3770,0.366736,0.23006,3.80488
3780,0.440708,0.256172,2.94324
3790,0.35109,0.251791,3.27422
3800,0.626581,0.273471,3.93276
3810,0.29784,0.243434,3.49876
3820,0.310682,0.241717,3.64121
3830,0.259666,0.274232,2.69444
3840,0.42233,0.215681,3.22057
3850,0.541223,0.202474,3.07159
3860,0.516235,0.898257,3.6132
3870,0.268336,0.241361,2.81927
3880,0.807057,0.309986,3.57589
3890,0.368996,0.234511,2.66554
3900,0.656626,0.240786,4.30154
3910,0.260517,0.21772,1.87649
3920,0.382454,0.222122,3.56949
3930,0.46041,0.397795,3.10718
3940,0.235062,0.315182,2.65264
3950,0.407935,0.272696,3.01262
3960,1.21565,1.67121,3.78305
3970,0.352789,0.196191,2.642
3980,0.32606,0.231538,3.10348
3990,0.233792,0.218988,3.77953
4000,0.295266,0.246043,2.94217
4010,0.303573,0.232975,2.78054
4020,0.361662,0.262937,3.28717
4030,0.30235,0.542304,2.70312
4040,0.409249,0.18817,3.56743
4050,0.403318,0.213904,3.65625
4060,0.668826,0.254266,6.0553
4070,0.263435,0.254703,3.2909
4080,0.357446,0.396519,3.02005
4090,0.296371,0.254165,2.46294
4100,0.313008,0.222645,3.28122
4110,0.236094,0.278428,3.14462
4120,0.395011,0.210589,3.48183
4130,0.336776,0.286142,2.5225
4140,0.367023,1.08567,2.43058
4150,0.264192,0.21133,3.04517
4160,1.18626,0.366828,7.06725
4170,0.394275,0.189684,3.71638
4180,0.478618,0.237988,3.66814
4190,0.429548,0.213624,3.6327
4200,0.339013,0.2122,3.46631
4210,0.240614,0.284274,3.04647
4220,0.362817,0.254385,3.51548
4230,0.546624,0.214037,3.88016
4240,0.417084,2.53372,2.798
4250,0.298716,0.740927,2.17708
4260,0.359013,0.247164,2.9472
4270,0.285802,0.300276,3.45288
4280,0.702413,0.315643,3.21321
4290,0.523991,0.239022,3.06481
4300,0.370279,0.262386,3.26182
4310,0.380333,0.259084,3.778
4320,0.242019,0.240169,3.56402
4330,0.550161,0.21945,3.96404
4340,0.671662,0.271096,5.16151
4350,0.542412,0.200117,3.82767
4360,0.273725,0.386259,2.66149
4370,0.332883,0.218246,2.66677
4380,0.371651,0.367486,3.19479
4390,0.610717,0.282886,3.5304
4400,0.411186,0.325354,2.51834
4410,0.32708,0.242895,3.10907
4420,0.6256,0.272007,3.24975
4430,0.252257,0.262776,2.93784
4440,0.242944,0.265826,2.81596
4450,0.434793,0.237162,3.04648
4460,0.313225,0.23588,3.4115
4470,0.382054,0.222345,3.26671
4480,0.3045,0.259353,3.18108
4490,0.228521,0.286853,3.12897
4500,0.57118,0.230413,3.26784
4510,0.317391,0.30632,2.95212
4520,0.227335,0.217295,3.46859
4530,0.963325,0.90686,4.41646
4540,0.302867,0.239267,2.85513
4550,0.229568,0.239815,3.00927
4560,0.348793,0.22709,3.15036
4570,0.418384,0.220359,3.2947
4580,0.599834,0.228579,3.65937
4590,0.334213,0.249667,3.36839
4600,0.68237,0.195847,4.7167
4610,0.298309,0.230803,3.13462
4620,0.369292,0.221321,3.69428
4630,0.229684,0.36263,3.55737
4640,0.442783,0.244416,3.58432
4650,1.08213,1.00265,3.75778
4660,0.216137,0.295933,3.21076
4670,0.503226,0.236342,3.89423
4680,0.35404,0.257017,3.41822
4690,0.353767,0.237797,3.22973
4700,0.473309,0.318162,3.84264
4710,0.289024,0.852068,2.83864
4720,0.392001,0.274823,3.73325
4730,0.913082,0.296411,4.6631
4740,0.276918,0.214604,2.68839
4750,0.376745,0.309956,3.16416
4760,1.14268,0.443757,5.18518
4770,0.306862,0.279259,2.62248
4780,0.477821,0.652811,3.70408
4790,0.207484,0.279157,4.03076
4800,0.423351,0.460261,4.0709
4810,0.365324,2.74441,2.03396
4820,1.37577,0.231796,5.86582
4830,0.924724,0.251912,4.36335
4840,0.320059,0.198954,3.56405
4850,0.248807,0.200657,3.18384
4860,0.350264,0.626276,1.37544
4870,1.4293,0.730621,6.18323
4880,0.250602,0.466421,2.97752
4890,0.943467,0.202379,4.38095
4900,0.289641,0.290175,3.47687
4910,0.813117,0.240323,5.03985
4920,0.693878,0.254113,3.48934
4930,0.269118,0.250417,2.63226
4940,0.291652,0.190306,3.40265
4950,0.362383,0.216825,3.22826
4960,0.397141,0.281548,4.24057
4970,0.374015,0.297502,2.69545
4980,0.464897,0.219444,3.5534
4990,0.366641,0.27989,3.66947
5000,0.258574,0.251136,3.16885
5010,0.392647,0.610816,4.39815
5020,0.243005,0.30686,3.24905
5030,0.265347,0.242974,3.8326
5040,0.223471,0.214406,3.19496
5050,0.331412,0.806314,3.10291
5060,0.512157,0.241561,4.06781
5070,0.560922,0.266141,3.71816
5080,0.536184,0.248757,3.61726
5090,0.371084,0.281789,3.96646
5100,0.499354,0.23658,3.4857
5110,0.83349,0.361485,4.78642
5120,0.437135,0.387071,3.92793
5130,0.497096,0.252237,3.73408
5140,0.516767,0.236669,4.16014
5150,0.744802,0.23241,5.2349
5160,0.311691,0.282011,3.39259
5170,0.60172,0.245439,3.81856
5180,0.468639,0.285366,4.22049
5190,0.860916,0.259541,3.93282
5200,0.412341,0.230689,3.59276
5210,0.540987,0.287633,6.24455
5220,0.741551,0.469391,4.91499
5230,0.439135,0.217188,3.42207
5240,0.337324,0.248008,3.38533
5250,0.385908,0.354038,3.85195
5260,0.358747,0.243144,2.91167
5270,0.666293,0.204249,4.37612
5280,0.605994,0.276478,6.2159
5290,0.560217,0.298889,3.89173
5300,0.850352,0.271528,5.42051
5310,0.230127,0.248901,3.84539
5320,0.275859,0.30568,3.22631
5330,0.252249,1.18416,3.13851
5340,2.13806,0.871919,5.28709
5350,0.508114,0.301931,3.25592
5360,0.384088,0.218461,2.88147
5370,0.516688,0.215225,4.29209
5380,0.244827,0.204245,3.28937
5390,0.56883,0.244949,3.66906
5400,0.591951,0.268451,5.37814
5410,0.320012,0.233952,3.43618
5420,0.792927,1.68338,4.54413
5430,0.256415,0.240286,3.65263
5440,0.37302,0.236447,3.53446
5450,0.402731,0.503943,3.1345
5460,0.288918,0.412255,3.33761
5470,0.399925,0.244288,4.04085
5480,0.33534,0.336908,2.97185
5490,0.988074,0.243723,5.86011
5500,0.322258,0.211379,3.35977
5510,0.304677,0.205093,3.13529
5520,0.219373,0.250702,3.01979
5530,0.325075,0.333879,4.01362
5540,0.51956,0.20294,4.66996
5550,0.515651,0.254266,4.39036
5560,0.346962,0.292699,3.40741
5570,0.254637,0.282277,3.04276
5580,0.490585,0.338774,3.58111
5590,0.432717,0.267735,5.09375
5600,0.454837,0.303385,3.82592
5610,0.364045,0.250112,4.24429
5620,0.431286,1.12872,2.68858
5630,0.681058,0.387251,2.93507
5640,0.57829,0.231056,6.36642
5650,0.272949,0.255486,4.51713
5660,0.468034,0.20171,5.1682
5670,0.620568,0.38589,4.07234
5680,0.526036,0.270396,3.81878
5690,0.283165,0.332787,2.87606
5700,0.308655,0.278997,2.94388
5710,1.09643,0.351398,5.21372
5720,0.520116,0.289712,4.92025
5730,0.209367,0.253989,3.49202
5740,1.01,0.299802,5.10277
5750,0.381547,0.368215,3.26346
5760,2.03668,0.328493,7.47466
5770,0.468709,0.219881,4.47936
5780,0.878029,0.312538,4.81083
5790,0.81439,0.238002,6.07186
5800,0.813007,0.269964,4.17689
5810,0.323136,0.262758,3.53475
5820,0.20369,0.256503,3.53373
5830,0.695155,0.28288,4.07059
5840,0.305821,0.187451,3.04817
5850,0.398835,0.289047,3.26694
5860,0.329046,0.334406,3.5409
5870,0.736477,0.249474,4.84247
5880,0.338382,0.244542,4.02493
5890,0.313847,0.305318,2.0342
5900,0.292564,0.205944,3.37506
5910,0.233782,0.266757,3.5639
5920,0.349383,0.232205,4.42275
5930,0.278493,0.201597,3.32833
5940,0.3421,0.483196,3.50307
5950,0.828088,0.235409,4.82587
5960,0.528075,0.234039,5.13171
5970,0.30882,0.257885,3.10956
5980,0.629142,0.300426,5.07469
5990,0.825161,0.351143,7.05452
6000,0.438296,0.21456,3.62363
6010,0.731602,0.328403,5.23639
6020,0.638989,0.680552,3.30937
6030,1.58195,0.24551,6.85151
6040,1.13465,0.371786,5.05917
6050,0.396137,0.215929,2.86522
6060,0.517501,0.252035,3.26108
6070,0.866432,0.26205,5.18909
6080,0.269921,0.281209,3.74693
6090,0.466049,0.228563,4.19577
6100,0.561798,0.277232,4.53392
6110,0.295901,1.17907,2.41722
6120,0.451791,0.349634,3.67857
6130,0.306176,0.400681,3.12203
6140,0.254999,0.240255,3.67078
6150,0.232802,0.310791,3.29032
6160,0.330705,0.226682,3.39427
6170,0.372437,0.192896,2.85965
6180,0.264868,0.468758,3.28488
6190,0.238175,0.528027,2.24047
6200,0.350063,0.258197,3.37359
6210,0.424171,0.237283,3.92797
6220,0.788632,0.219311,5.05323
6230,0.479571,0.263784,3.9915
6240,0.228349,0.281576,2.9777
6250,1.49002,0.32905,7.52113
6260,0.270786,0.226947,2.78253
6270,0.500938,0.222037,4.61214
6280,0.403608,0.458646,3.33402
6290,0.231034,0.613133,2.7427
6300,0.310739,0.914312,3.00975
6310,0.900488,0.619871,5.32662
6320,0.43088,1.90172,2.49109
6330,0.548091,0.186795,4.31539
6340,0.525333,0.224801,4.94628
6350,0.285451,0.30308,4.1658
6360,0.236969,0.637793,2.61627
6370,0.59647,0.224212,4.56567
6380,0.271996,0.290161,3.3853
6390,0.473274,0.2779,4.58561
6400,0.245589,0.228681,3.00984
6410,0.44044,0.484992,3.98599
6420,1.11176,0.220563,5.81441
6430,0.597474,0.227769,3.99392
6440,0.338961,0.221069,3.7181
6450,0.720207,0.235965,5.10018
6460,0.368352,0.796491,3.14311
6470,0.60763,0.32074,4.45981
6480,0.435077,0.404327,3.62919
6490,0.504824,0.253265,5.31838
6500,0.2041,0.212993,4.81283
6510,0.220213,0.985555,2.06526
6520,0.287075,0.451506,5.05716
6530,0.225627,0.357899,3.85048
6540,0.272099,0.249016,3.98655
6550,0.377726,0.249902,3.15122
6560,0.895125,0.301031,5.14149
6570,0.52356,0.293852,4.09556
6580,0.234692,0.336462,3.79176
6590,0.247422,0.272718,3.51693
6600,1.27046,0.32047,5.46895
6610,0.273363,0.250429,1.79349
6620,0.407735,0.228039,3.96156
6630,0.500278,0.232739,3.66587
6640,0.209811,0.610657,2.6577
6650,0.236588,0.277157,3.92724
6660,0.408053,0.256142,3.77774
6670,0.751166,0.304528,4.15958
6680,0.453299,0.375139,3.11746
6690,0.561062,0.212617,4.05557
6700,0.610835,0.237422,3.69278
6710,0.212315,0.273723,3.74974
6720,0.871179,0.327875,4.62284
6730,0.499242,0.239669,2.87282
6740,0.608933,0.203274,3.5591
6750,0.602413,0.233644,4.50581
6760,0.687899,0.656274,3.61617
6770,0.57591,0.33369,4.72163
6780,0.996331,0.177277,5.74732
6790,0.252148,0.295833,5.03321
6800,0.466467,0.235783,4.18352
6810,0.554986,0.240352,4.57056
6820,1.09984,1.93007,5.03604
6830,0.991394,0.295447,6.8398
6840,0.846725,0.269949,6.70509
6850,0.969557,0.273319,3.87527
6860,1.03112,0.234499,5.63984
6870,0.335639,0.19314,3.77838
6880,0.729399,0.213644,4.48917
6890,0.953493,0.231389,5.06346
6900,0.875642,0.217493,5.12348
6910,0.731223,0.263184,6.39981
6920,3.85127,1.35191,6.20901
6930,2.23215,1.15915,8.47406
6940,0.809644,3.53365,5.7199
6950,0.332951,0.888626,3.10859
6960,0.845844,0.228509,5.61531
6970,0.237994,0.600695,3.89434
6980,0.466507,0.258734,4.40543
6990,0.731344,0.883267,5.03676
7000,0.782529,0.241892,4.30877
7010,0.87206,0.239352,5.35048
7020,1.08448,0.239957,5.90084
7030,0.218633,0.39916,3.60755
7040,1.54185,0.228657,8.03569
7050,0.452775,0.224287,3.72505
7060,0.453733,0.213736,3.96425
7070,0.756807,0.575082,5.32591
7080,0.490066,0.271243,3.971
7090,0.375605,0.216683,4.46721
7100,0.780851,0.244727,4.9312
7110,0.601402,0.377979,5.06816
7120,0.257271,0.244152,4.47622
7130,0.407382,0.380554,3.70825
7140,0.658926,0.875396,4.34756
7150,0.541074,0.511392,4.096
7160,1.31474,0.300894,5.85695
7170,0.221515,0.585429,3.08305
7180,0.45635,0.28274,4.52951
7190,0.383393,0.222314,4.06113
7200,1.14548,0.223546,5.90654
7210,0.399662,0.222958,4.20124
7220,0.379514,0.442048,3.83042
7230,1.30026,0.220573,7.34905
7240,0.542696,0.459224,4.14233
7250,0.7986,0.239998,5.16908
7260,0.498925,0.838361,3.86144
7270,0.588326,0.290222,5.34018
7280,0.311895,0.281488,3.81063
7290,0.205514,0.254727,3.6938
7300,0.269264,0.307702,4.04296
7310,0.877623,0.278776,6.61865
7320,0.395229,0.273459,3.95458
7330,0.435342,0.332177,4.23769
7340,0.736393,0.248223,7.14055
7350,0.741702,0.30161,5.17461
7360,0.70419,0.249983,6.18267
7370,0.422701,0.240812,5.43559
7380,0.602223,0.233966,5.30753
7390,0.365133,0.344423,4.28571
7400,1.32623,0.262694,6.63897
7410,0.633972,0.33117,5.52288
7420,0.271987,0.288199,4.68765
7430,0.313009,0.243963,3.57828
7440,0.317511,0.223774,4.03619
7450,0.228773,0.485089,3.77699
7460,1.10757,0.714613,6.07216
7470,0.300016,0.59595,3.13672
7480,0.244037,0.421706,4.54609
7490,0.869319,0.240087,6.35464
7500,0.610833,0.250416,5.47452
7510,0.644968,0.202029,4.72087
7520,0.494463,0.303409,4.82609
7530,0.780091,0.268913,5.64081
7540,0.856875,0.289657,6.30859
7550,0.34542,0.339867,4.13303
7560,0.662801,0.357883,6.0196
7570,0.255256,0.244359,3.93989
7580,0.312989,0.46101,3.5375
7590,0.820422,0.485077,5.7629
7600,0.383219,0.22915,3.57282
7610,0.576824,0.315888,4.67917
7620,0.776727,0.29038,5.18285
7630,0.423736,0.289141,5.37084
7640,0.24686,0.265487,4.24419
7650,0.905805,0.214741,6.29501
7660,0.826609,0.2684,5.31923
7670,0.925297,0.797769,5.32797
7680,0.528796,0.269901,4.80634
7690,0.557575,0.226787,4.77826
7700,0.677507,0.270405,5.97594
7710,0.748311,0.313722,5.59728
7720,0.514233,0.217608,4.49925
7730,0.23505,0.346784,3.0849
7740,0.556597,0.196536,4.9863
7750,0.860135,0.203423,5.66347
7760,0.618443,0.241502,5.12044
7770,0.425973,0.780558,3.72746
7780,0.303221,0.264887,3.81355
7790,0.642196,0.226791,5.41555
7800,0.456034,0.336353,4.37311
7810,0.31997,0.464781,3.38435
7820,0.22571,0.36131,3.41214
