epoch,d_loss0,d_loss1,g_loss
7830,0.700261,0.229195,6.91556
7840,0.446797,0.385136,4.95098
7850,0.758177,0.983637,4.1726
7860,0.295013,0.276343,4.28188
7870,0.564529,0.223883,4.93462
7880,1.08208,0.221093,5.82217
7890,0.973702,0.591334,7.33066
7900,0.751091,0.285447,7.27507
7910,0.672782,0.295161,4.766
7920,0.433172,0.25293,5.56273
7930,0.247094,0.488353,4.24874
7940,0.697638,0.282753,6.00152
7950,0.484249,0.280628,4.38028
7960,0.244274,0.48057,3.3645
7970,0.259438,0.384069,3.34839
7980,0.29613,0.511701,3.50261
7990,0.630412,0.325804,5.74151
8000,0.394574,0.271256,4.11586
8010,0.541783,0.57008,5.29261
8020,0.280271,0.524205,3.37848
8030,0.389057,0.343789,4.23676
8040,0.859041,0.314561,6.168
8050,0.485823,0.288194,4.26786
8060,0.618397,0.173565,5.55994
8070,0.514636,0.265225,5.10414
8080,1.07405,0.488028,6.45553
8090,0.234948,1.11231,1.94866
8100,0.658622,0.368606,4.61593
8110,0.491394,0.252508,4.50246
8120,0.247066,0.209666,4.6747
8130,0.216822,0.237125,4.17097
8140,0.248696,0.385003,3.1412
8150,1.01394,0.272317,4.75217
8160,0.399484,0.331216,4.24463
8170,0.244641,0.321061,4.08865
8180,0.32583,0.226138,4.56278
8190,1.29623,0.803889,3.50231
8200,0.527933,0.242875,4.76784
8210,0.314697,1.29823,2.3175
8220,0.619381,0.271686,4.93962
8230,0.347382,0.233751,3.71304
8240,0.321073,0.251669,4.12243
8250,0.360461,0.32797,4.11728
8260,0.626291,0.24057,4.94538
8270,0.562217,0.245784,4.60975
8280,0.440563,0.247401,5.47063
8290,2.62644,0.329798,7.98483
8300,0.293831,0.312308,3.32682
8310,0.211862,0.436296,4.39862
8320,0.372709,0.193701,4.44666
8330,0.416422,0.602136,3.74481
8340,0.594678,0.342163,4.88845
8350,0.224057,0.366446,3.12801
8360,0.626303,0.227257,5.11283
8370,0.247428,0.334446,4.1102
8380,0.375361,0.329935,4.30163
8390,0.961445,0.257993,8.61073
8400,0.917339,0.263599,5.97342
8410,0.331395,0.218481,3.74721
8420,0.605985,0.336264,4.97679
8430,0.431125,0.350449,3.99997
8440,0.492178,0.242072,4.42452
8450,0.485464,0.219741,5.05753
8460,1.11258,0.246557,7.07689
8470,1.81315,0.79413,9.82092
8480,2.12476,0.302987,9.03744
8490,0.599072,0.412426,4.6036
8500,0.913667,0.231051,6.05906
8510,1.69677,0.219696,8.29939
8520,0.271773,0.219578,3.65945
8530,0.668162,0.526881,5.78549
8540,0.344584,0.361378,3.91702
8550,0.88457,1.41288,5.41297
8560,1.03598,0.412207,6.43503
8570,1.55281,0.232636,7.14289
8580,0.351917,0.349967,4.93594
8590,0.367826,0.294277,4.44192
8600,1.5418,0.238449,7.93878
8610,0.580212,0.40185,5.27331
8620,0.572466,0.37883,5.01823
8630,0.576642,0.52346,4.44543
8640,0.270196,0.249446,2.92376
8650,0.285977,0.612434,4.06805
8660,0.321363,0.234919,4.35991
8670,0.211801,0.281004,4.17388
8680,0.766336,0.274925,5.71068
8690,0.45609,0.407035,3.59467
8700,0.252731,0.705807,2.72268
8710,0.538871,0.354741,4.3756
8720,0.403138,0.363464,3.85469
8730,0.218676,0.236298,3.67065
8740,0.713781,0.204103,6.67561
8750,0.400918,0.244327,5.14083
8760,1.1768,0.233011,7.86078
8770,0.211957,0.336414,4.54618
8780,0.515676,0.262984,5.09727
8790,0.679101,1.81563,3.61889
8800,0.468105,0.271365,4.76704
8810,0.369051,0.232541,4.80961
8820,0.25967,0.650416,3.8453
8830,0.38452,1.18541,2.78031
8840,0.658027,0.331588,5.94679
8850,0.692579,0.488236,5.55942
8860,0.593597,0.639463,4.56603
8870,0.581651,0.314804,6.08003
8880,0.541953,0.253346,5.7734
8890,0.215671,0.264934,4.64977
8900,0.342079,0.279437,3.80918
8910,1.17352,0.417273,7.2026
8920,0.91219,0.264145,8.65596
8930,0.221578,0.487586,3.7723
8940,2.22991,0.301314,10.7875
8950,1.11147,0.223048,8.08171
8960,0.702158,0.282744,5.48955
8970,0.235717,0.214906,4.03884
8980,0.233747,1.00461,2.77206
8990,0.344042,0.259171,4.487
9000,1.20696,0.277701,8.08627
9010,0.455025,0.237501,4.25268
9020,0.349193,0.250969,3.86857
9030,0.343046,0.404041,3.5994
9040,0.248617,0.226435,3.5097
9050,0.297176,0.2985,3.56007
9060,0.581307,0.229324,6.08827
9070,0.705242,0.309134,6.31142
9080,0.619097,0.258721,5.79536
9090,0.555683,0.254926,6.05068
9100,0.974606,0.377561,8.93938
9110,0.243066,1.09567,3.65187
9120,0.802876,0.277764,6.2542
9130,0.211809,0.268082,3.58658
9140,0.663559,0.320285,5.82701
9150,0.877186,0.281314,7.08951
9160,0.248201,0.273068,4.05077
9170,0.781594,0.246768,6.60591
9180,1.24527,0.193014,7.9013
9190,0.237281,0.413128,3.35327
9200,0.525355,0.426543,4.70689
9210,0.259112,0.359945,3.88484
9220,0.480009,0.290878,4.86228
9230,0.904816,0.228948,5.55398
9240,0.399007,0.627666,4.0715
9250,0.891378,0.225687,7.89825
9260,0.417611,0.296154,4.88149
9270,0.365504,0.59685,3.70569
9280,0.614034,0.296782,5.34514
9290,0.280124,0.219333,5.50732
9300,1.20884,0.242283,7.78983
9310,0.799171,0.614744,7.12519
9320,1.49256,0.76341,10.5476
9330,0.41167,1.01221,3.70183
9340,0.894101,0.285759,7.77903
9350,1.07768,0.37161,7.33114
9360,0.745341,0.270896,5.69754
9370,0.375718,0.297441,4.07132
9380,1.14012,0.305183,6.53587
9390,0.335227,0.282084,4.45081
9400,0.540047,0.266683,4.9775
9410,0.275509,0.299897,4.3875
9420,0.450307,0.247099,5.26927
9430,0.309001,0.37952,4.6852
9440,0.999183,0.328927,7.37705
9450,1.27308,0.261186,7.17904
9460,0.846683,0.220047,6.88496
9470,0.632464,0.66076,6.4901
9480,0.41086,0.523197,4.32082
9490,0.533535,1.91224,3.00002
9500,1.85064,1.26108,6.56207
9510,0.482459,0.251783,4.67518
9520,0.423828,1.47763,3.36708
9530,0.323028,0.882148,3.21099
9540,0.269949,0.45896,3.75629
9550,1.30643,0.285845,8.69282
9560,0.414106,0.232199,4.14107
9570,0.351427,0.272602,4.10732
9580,1.23197,0.252925,7.03882
9590,0.21684,0.478982,2.69163
9600,0.253515,0.871063,3.02292
9610,0.678578,0.291785,5.81501
9620,0.413575,0.202036,4.08459
9630,0.766425,0.300888,5.54203
9640,0.761633,0.20519,6.23793
9650,0.443843,0.215302,4.3593
9660,0.192214,0.348054,4.02182
9670,0.901968,0.287355,7.95416
9680,0.51903,0.264318,6.57281
9690,0.226571,0.255601,4.10256
9700,0.218615,0.51381,3.90895
9710,0.333919,0.612569,3.14624
9720,0.240741,0.238653,4.67328
9730,0.221143,0.271425,3.82283
9740,0.340066,0.249181,4.95559
9750,0.417188,0.739059,4.02467
9760,2.53455,0.416231,13.1878
9770,0.9536,0.5753,6.39638
9780,0.452632,0.596381,4.8454
9790,0.371582,1.08049,3.46839
9800,0.380035,1.047,2.86557
9810,0.37872,0.946726,4.45588
9820,1.37414,0.328187,7.41841
9830,0.843166,0.510091,7.2445
9840,0.230646,0.627945,4.13778
9850,0.308304,0.309806,4.21354
9860,0.64408,0.768223,6.6039
9870,1.12446,0.262518,6.77191
9880,0.387133,0.538406,3.81879
9890,0.583893,0.477832,6.04599
9900,0.360223,0.294678,4.29615
9910,0.437095,0.246516,4.7626
9920,0.348377,0.234277,4.83198
9930,0.646702,0.820636,7.54998
9940,0.396097,0.249656,4.31
9950,0.218835,0.339543,4.14332
9960,0.409513,0.293694,5.63902
9970,0.776454,0.273065,6.54819
9980,0.769405,0.233984,6.19638
9990,0.600515,0.245312,5.37551
10000,0.447036,0.251854,5.6902
10010,0.394818,0.294918,4.14318
10020,0.606353,0.430341,4.86518
10030,0.402609,0.421627,5.2314
10040,0.509016,0.29343,5.41198
10050,0.446979,0.219946,4.99704
10060,1.25336,0.301048,9.13407
10070,1.62403,0.304349,8.93576
10080,1.24464,0.263173,7.26213
10090,0.529058,0.264764,4.22551
10100,0.306985,0.26034,4.43801
10110,0.919887,0.311145,8.823
10120,0.260833,0.471401,2.83144
10130,0.75771,0.275869,7.41039
10140,0.304367,0.526563,4.18996
10150,0.415776,0.465154,4.74252
10160,0.431142,0.200399,4.89527
10170,0.248495,0.324624,4.58718
10180,0.683828,0.258823,6.33721
10190,0.378633,0.256769,4.31084
10200,0.493232,0.245512,6.56697
10210,0.454355,0.530644,5.00465
10220,1.25174,0.20306,8.39984
10230,0.417181,0.393829,5.13582
10240,0.851094,0.252101,5.6626
10250,0.821205,0.262316,5.37516
10260,0.401818,0.19845,4.1157
10270,0.859034,0.267025,8.37732
10280,0.40255,0.217238,4.87111
10290,0.333379,0.285018,3.64678
10300,0.206946,0.316893,4.49372
10310,0.68796,0.230164,7.03877
10320,0.755819,0.34405,5.9241
10330,0.53554,0.475711,5.26841
10340,0.268723,1.27599,3.43288
10350,2.09243,1.57691,5.44647
10360,0.989697,0.242929,5.24833
10370,1.2798,0.309904,7.04846
10380,1.84236,0.288879,10.8795
10390,0.386736,0.255138,3.82372
10400,0.654173,0.62058,4.17663
10410,0.272048,0.243076,4.03364
10420,0.568191,0.295741,4.68294
10430,0.474722,0.242696,5.42196
10440,0.365647,0.234953,4.36494
10450,0.49983,0.304573,5.11597
10460,1.73332,0.238797,9.6253
10470,0.493518,0.210489,5.21561
10480,0.676427,0.611494,4.81504
10490,0.815731,0.811181,4.84568
10500,0.533999,0.368672,4.81483
10510,0.509639,0.241419,4.86557
10520,1.87563,0.398846,12.7245
10530,0.364479,0.33419,5.37847
10540,0.620757,0.389353,5.30112
10550,1.44017,0.342683,9.06782
10560,0.32662,0.271308,4.26797
10570,0.875658,0.332178,6.72984
10580,0.487785,0.34363,4.13833
10590,0.342511,0.737557,1.58351
10600,1.40896,0.263185,8.271
10610,0.738327,0.207164,6.62868
10620,1.78525,0.498406,7.95759
10630,0.659492,0.254619,5.08037
10640,0.452763,0.53622,3.34566
10650,0.232466,0.24242,4.3757
10660,0.287425,0.827407,3.11485
10670,0.253903,0.791293,2.28888
10680,0.774395,0.245233,6.66996
10690,1.24094,0.235125,7.22442
10700,0.376072,0.268887,3.86038
10710,1.25851,0.25655,8.25142
10720,0.224231,0.48672,3.69158
10730,0.601569,0.293939,5.43729
10740,0.685466,0.270372,6.69335
10750,0.29586,0.345952,4.42929
10760,0.231121,0.581572,2.77463
10770,0.24228,0.290185,4.51801
10780,0.354615,0.269825,4.94094
10790,0.29695,0.757053,3.69069
10800,0.280372,0.297788,5.8007
10810,0.35962,0.472789,4.10771
10820,0.430626,0.603149,4.46981
10830,0.301268,0.26895,4.2592
10840,0.841139,0.234752,6.43949
10850,0.292439,0.241563,5.34073
10860,0.412387,0.282273,4.34835
10870,1.50452,0.254733,8.72543
10880,0.338539,0.310554,4.03531
10890,0.393592,0.194972,4.563
10900,0.695598,0.251634,6.42961
10910,1.63358,0.333644,9.12341
10920,0.306356,0.502173,6.3163
10930,0.294613,0.295278,3.4089
10940,0.322838,0.261539,4.73732
10950,0.267123,0.382868,4.53236
10960,0.354823,0.297689,4.10867
10970,0.574394,0.274596,4.65524
10980,0.664135,0.280293,6.38934
10990,0.420954,0.236152,4.58181
11000,0.243132,0.496566,3.91423
11010,0.661638,0.61167,4.98183
11020,0.655164,1.16557,5.44364
11030,0.258528,0.455025,3.64827
11040,0.482777,1.82639,4.02762
11050,0.913943,0.417523,6.01036
11060,1.38459,0.315466,8.88134
11070,0.222712,0.407589,3.4516
11080,0.304673,0.245819,5.00264
11090,0.329551,0.480352,5.03881
11100,0.234192,0.298112,4.19118
11110,0.236282,0.940651,3.07647
11120,1.24728,0.297977,8.75528
11130,0.448131,0.219857,4.94608
11140,0.453922,0.279472,4.86077
11150,3.52288,0.497016,13.8578
11160,0.478619,0.465738,4.78298
11170,0.539839,0.278397,4.24416
11180,0.291922,0.297722,5.03949
11190,0.322941,0.249803,4.47567
11200,0.905087,0.2771,6.51315
11210,0.209685,0.24817,4.01777
11220,0.43583,0.295617,5.19445
11230,0.762455,0.247412,6.9162
11240,0.587013,0.276413,4.62848
11250,1.71143,0.315552,9.45276
11260,0.403395,0.241637,5.18778
11270,0.288278,0.206572,4.07257
11280,0.693607,0.333446,5.171
11290,0.500917,0.220597,4.2885
11300,0.238324,0.798526,2.18998
11310,1.21812,0.3715,10.2246
11320,1.97796,0.280555,11.1203
11330,0.25996,0.255318,4.41403
11340,0.874881,0.292875,6.39235
11350,0.324311,0.258776,3.5142
11360,0.990648,0.340612,7.3962
11370,0.540969,0.302156,5.08785
11380,1.8284,1.94635,7.22301
11390,0.307271,0.263192,3.73252
11400,0.62478,1.91534,3.85842
11410,0.28298,0.305044,5.65483
11420,0.284429,0.43001,4.74114
11430,2.12863,0.392989,9.6113
11440,0.247842,0.245611,4.67358
11450,1.28338,0.337094,7.77559
11460,0.773819,0.252331,7.5343
11470,0.581847,0.209204,5.88001
11480,0.550841,0.244032,5.76271
11490,0.694076,0.316658,5.78444
11500,0.291558,0.211591,4.21367
11510,0.239508,0.535718,3.00324
11520,0.337424,0.434805,6.95589
11530,0.659632,0.268283,5.45847
11540,0.288523,0.61124,3.70857
11550,0.513528,0.366101,4.70141
11560,0.529875,0.306698,5.39566
11570,0.304185,0.281531,5.03698
11580,0.566419,0.312728,5.03251
11590,0.296429,0.316886,4.85577
11600,1.87136,0.305363,10.1206
11610,0.237274,0.571719,3.90849
11620,0.345843,0.231234,3.35062
11630,0.830836,0.276926,7.94069
11640,0.568925,0.302134,5.59887
11650,0.657545,0.282407,6.5936
11660,0.377862,0.206699,4.53926
11670,0.240785,1.1653,3.38405
11680,0.586941,0.430543,5.15828
11690,0.23764,0.415059,3.17021
11700,0.267218,0.646797,3.52621
11710,0.451353,0.304231,6.15906
11720,0.264027,0.363771,4.12888
11730,0.3166,1.25974,2.45415
11740,0.681615,0.227028,6.66163
11750,2.37697,0.362886,10.598
11760,0.198519,0.640412,3.78479
11770,0.270898,0.285247,4.00407
11780,0.309881,0.26264,4.41208
11790,0.361422,0.215655,5.11121
11800,0.561462,0.287323,5.16488
11810,0.554939,0.251965,5.97698
11820,0.342758,0.33587,5.08731
11830,0.561847,0.284877,5.87226
11840,0.302931,0.309669,4.6752
11850,0.213044,0.26585,4.74568
11860,0.897486,0.288501,7.16849
11870,0.221515,0.233956,4.28852
11880,0.829206,0.33599,8.20698
11890,0.403365,0.26506,3.92363
11900,0.246502,0.276317,4.14761
11910,0.267838,1.04655,4.34481
11920,0.432556,1.44946,3.3954
11930,0.415632,0.293919,5.95739
11940,0.674201,0.285767,6.71742
11950,0.292278,0.24391,4.33589
11960,0.268386,0.934749,2.50744
11970,0.346096,0.246394,4.66545
11980,0.844665,0.277124,7.85509
11990,0.629848,0.254722,6.78846
12000,0.611521,0.269212,5.22249
12010,0.412456,0.310861,4.52143
12020,0.233366,0.275004,4.11183
12030,0.328851,0.60728,4.34003
12040,0.634786,0.344089,5.83862
12050,0.232882,0.251513,4.23052
12060,0.413849,0.268087,5.35973
12070,1.95826,0.24987,12.2766
12080,0.399625,0.258522,4.67277
12090,0.280371,0.906561,2.9774
12100,1.24349,0.204177,9.35462
12110,0.446126,1.08752,4.61517
12120,1.37068,0.259279,7.1288
12130,0.286959,0.481402,3.23919
12140,0.270721,0.898002,3.03149
12150,0.332301,0.281824,4.42973
12160,0.227652,0.270055,4.39316
12170,1.49814,0.24745,8.92536
12180,0.589528,0.270473,4.88708
12190,0.535713,0.369831,4.89281
12200,0.849423,0.189991,9.567
12210,0.296217,0.232734,4.36075
12220,0.688733,0.22886,6.98264
12230,0.512637,0.682236,5.04255
12240,0.245834,0.27887,3.99431
12250,0.572406,0.276615,5.18565
12260,0.942144,1.18914,6.60824
12270,0.537258,0.283062,6.39829
12280,0.257941,0.455492,5.26232
12290,0.23526,0.653719,4.31453
12300,0.36626,0.356971,4.44315
12310,0.395131,0.248225,5.03562
12320,0.509251,0.281589,5.80117
12330,0.76033,0.481544,7.12695
12340,0.591018,0.394272,6.11963
12350,0.314081,0.229738,3.00012
12360,0.291405,0.272158,5.36505
12370,0.402422,0.260474,5.05475
12380,0.262696,0.364041,4.12703
12390,0.270752,0.232225,4.87832
12400,0.290929,0.253124,4.6172
12410,0.318335,0.253223,5.55476
12420,0.585329,0.453798,5.80604
12430,0.401114,2.07069,3.26205
12440,0.496984,0.802342,5.30285
12450,0.626637,0.280686,5.54562
12460,0.594425,0.258151,6.15553
12470,0.856539,0.336881,6.63783
12480,0.441299,0.226873,4.88783
12490,0.266591,0.614373,3.74407
12500,0.706555,1.01294,5.28408
12510,0.717607,0.259453,5.87733
12520,0.576377,0.314943,6.1264
12530,0.746725,0.246119,6.37483
12540,0.723428,0.336929,8.05543
12550,0.509098,0.220284,6.42066
12560,0.53097,1.06437,4.78428
12570,0.789942,0.900168,4.70254
12580,0.301608,0.294024,5.63188
12590,0.247344,0.323409,4.59669
12600,0.772846,0.253323,7.60348
12610,0.929743,0.682585,5.94195
12620,0.522663,0.584149,5.12544
12630,0.358948,0.305142,5.17545
12640,0.659119,0.233177,6.39411
12650,1.14955,0.298493,8.69381
12660,0.964876,0.265189,7.97937
12670,0.576599,0.326657,7.50113
12680,2.04523,0.366782,10.1336
12690,0.839914,0.276574,6.98459
12700,1.16246,0.49936,8.81841
12710,0.306315,0.228789,5.91771
12720,0.823374,0.30323,6.06422
12730,1.13523,0.282134,8.15677
12740,0.854936,0.382807,7.07916
12750,0.224098,0.232986,4.53107
12760,0.427016,0.265192,3.17955
12770,0.68292,0.232936,6.26822
12780,0.616488,0.283592,6.48965
12790,0.512158,0.345093,5.31402
12800,0.323783,0.54302,3.60807
12810,0.360028,0.254476,4.98664
12820,0.230837,0.632649,3.51587
12830,0.777556,0.295543,6.70645
12840,2.2537,0.357958,13.4054
12850,0.317006,0.438774,4.82021
12860,0.539596,0.278394,6.55956
12870,1.23236,0.337183,9.40956
12880,0.296865,0.537938,5.4862
12890,0.874471,0.339888,5.55852
12900,0.498341,0.404825,5.58796
12910,1.98637,0.494353,12.5705
12920,0.308695,0.240731,4.39012
12930,0.792614,0.326658,6.99046
12940,0.268678,0.305078,4.43522
12950,0.446595,0.283591,5.33292
12960,0.682354,0.259074,6.09594
12970,1.1121,0.252527,9.01614
12980,0.242413,0.282398,4.0343
12990,0.281399,0.274644,4.78694
13000,0.481594,0.244179,4.90833
13010,0.716312,0.284676,7.60865
13020,0.496062,0.305699,5.93851
13030,0.284202,0.239898,4.57846
13040,1.20154,0.252034,8.68696
13050,1.01117,0.261957,9.61541
13060,0.539697,0.260427,6.40248
13070,0.612261,0.26527,6.78014
13080,0.653642,0.240418,6.54037
13090,0.319511,0.20553,5.3887
13100,0.793688,0.282052,7.99345
13110,0.689444,0.277764,5.35101
13120,1.51689,0.334099,12.1278
13130,0.314173,2.33004,4.53902
13140,0.250215,0.309206,5.51237
13150,0.616382,0.507837,5.68151
13160,0.400684,0.404904,4.14644
13170,0.661958,0.254719,6.58444
13180,0.469024,0.242676,5.56628
13190,0.552937,0.270258,6.67724
13200,2.32636,0.381142,11.827
13210,0.433509,0.235628,5.47367
13220,1.08779,0.199612,8.39687
13230,0.231317,0.480109,3.90562
13240,0.332534,0.72126,4.80894
13250,0.190309,0.333789,4.49308
13260,0.2737,0.355527,4.55718
13270,0.244902,0.340791,4.09107
13280,0.528417,0.198371,6.46307
13290,1.36611,0.301371,9.57326
13300,0.295556,0.267867,5.18707
13310,0.366242,0.265296,5.25876
13320,0.486201,0.249246,6.6115
13330,0.424664,0.306534,5.84396
13340,0.239833,0.245738,4.48338
13350,0.481197,0.719915,3.9723
13360,0.54841,0.303051,5.2793
13370,2.89438,0.502125,11.4528
13380,0.362567,0.314066,4.98838
13390,1.4414,0.313624,10.6344
13400,0.36147,0.214995,5.05692
13410,0.305268,0.384472,2.48857
13420,0.301561,0.408958,4.76413
13430,0.369913,0.276005,5.81704
13440,1.59795,0.334011,9.09596
13450,0.582793,0.257304,6.57088
13460,1.55314,0.327035,9.83019
13470,0.537281,0.289942,7.0852
13480,0.345694,0.278742,4.46796
13490,0.49865,0.621358,3.75301
13500,0.217427,0.273301,5.38973
13510,1.09258,0.282748,7.77053
13520,0.559036,0.324373,7.0487
13530,0.247718,0.713119,3.43
13540,0.492289,0.24626,5.94826
13550,1.57636,0.281952,8.80127
13560,1.24217,0.259266,9.69259
13570,0.264114,0.242247,4.73782
13580,0.580202,0.673819,5.26293
13590,0.830137,0.244404,7.21315
13600,1.45297,0.273274,8.29755
13610,2.12927,0.428733,12.1569
13620,0.266733,0.448557,3.82921
13630,1.47675,0.337354,9.40865
13640,0.401138,0.258013,5.76693
13650,0.563284,0.247146,5.79178
13660,0.271982,0.336515,4.54692
13670,0.478894,0.215903,4.9282
13680,1.31911,0.267351,10.089
13690,0.532205,0.243025,5.35858
13700,0.722967,0.243322,6.93136
13710,0.745838,0.249511,6.8311
13720,1.26633,0.281225,7.35174
13730,0.3823,0.841412,3.00305
13740,0.245691,0.323835,3.95067
13750,0.551774,0.325422,6.10203
13760,0.847476,0.254973,8.31779
13770,0.283472,0.35868,5.49259
13780,0.826491,0.320287,7.80625
13790,0.236396,0.208828,4.55465
13800,0.277946,0.712408,3.49681
13810,0.311776,1.85138,3.54858
13820,0.711854,0.300436,5.9498
13830,0.736984,0.3163,5.45078
13840,2.63156,0.333235,11.4585
13850,0.392753,0.303091,4.87447
13860,0.492291,0.23564,5.54032
13870,0.393261,0.353739,5.0326
13880,0.3854,0.470831,6.18143
13890,0.257261,0.242957,5.1623
13900,0.825524,0.77924,7.08976
13910,0.517626,0.212465,4.91948
13920,1.14179,0.236019,8.61726
13930,0.697939,0.29834,6.63039
13940,0.587752,0.245888,6.33753
13950,0.302614,0.201415,4.28228
13960,0.532921,0.809196,5.08149
13970,0.53571,0.263703,6.53031
13980,0.300533,0.256952,4.91267
13990,0.749371,0.284356,8.42532
14000,0.24176,0.365825,5.8342
14010,0.265774,2.09577,2.66572
14020,0.242992,0.259277,5.30584
14030,0.512764,0.438438,5.28097
14040,0.279221,0.864108,2.76621
14050,0.294036,0.288307,5.62521
14060,0.302617,0.228305,5.00753
14070,0.521559,0.363371,5.31892
14080,1.51722,0.256229,9.87444
14090,0.559862,0.372071,5.80205
14100,0.258945,1.94844,2.90285
14110,0.275553,0.276577,4.27624
14120,1.41148,0.470398,7.55286
14130,0.364391,0.450415,4.63268
14140,0.49423,0.290691,6.55649
14150,0.272736,0.306963,4.03664
14160,0.269044,0.254957,5.12562
14170,0.282389,0.247949,4.72237
14180,1.85619,0.288329,12.8333
14190,0.558625,0.316189,6.49284
14200,0.668472,0.260644,6.64049
14210,0.940432,0.596204,5.32729
14220,0.609935,0.198959,6.18881
14230,1.34592,2.51844,6.14085
14240,0.891956,0.83856,7.02668
14250,1.72223,0.327938,8.12849
14260,0.324483,0.237143,5.18357
14270,1.94719,0.342991,10.6076
14280,0.256549,0.494945,4.18206
14290,0.630417,1.47395,4.26342
14300,0.253792,1.46879,2.94183
14310,1.8348,0.329483,10.9579
14320,0.397617,0.273262,5.85051
14330,1.13689,0.216483,7.90772
14340,1.21675,0.297789,7.70599
14350,0.420177,0.336147,4.57629
14360,0.884243,0.237438,8.11427
14370,0.243289,0.257686,3.62097
14380,0.399976,0.221319,5.31518
14390,0.35583,0.213453,6.47552
14400,0.485073,0.241083,5.22479
14410,0.436377,0.284612,6.07717
14420,0.281328,0.272461,4.20292
14430,0.184199,0.928478,3.33735
14440,1.62996,0.288172,9.01392
14450,0.229573,0.265728,5.13338
14460,0.539453,0.268916,5.15775
14470,0.450763,0.328911,4.63781
14480,0.396197,0.390459,5.58758
14490,2.04477,1.61687,7.93989
14500,3.00531,0.372333,12.6863
14510,2.11997,0.307515,11.075
14520,1.04477,0.34209,8.28484
14530,0.232342,0.264345,4.0334
14540,0.712847,0.20667,6.06315
14550,0.76867,0.232977,6.92507
14560,0.244679,0.449508,3.91504
14570,0.438368,0.241149,5.3189
14580,1.56091,0.345748,11.344
14590,0.517697,0.727318,5.26639
14600,0.458031,1.46881,2.82679
14610,0.456362,0.405286,4.59908
14620,1.38971,0.30869,8.52324
14630,0.279796,0.281206,4.40779
14640,0.826313,0.836487,7.30814
14650,0.585717,0.240693,6.09355
14660,0.929728,0.23278,7.78883
14670,0.258937,1.09651,2.90756
14680,0.916677,0.371888,6.76094
14690,0.937255,0.414708,7.0841
14700,0.473401,0.560604,6.05092
14710,0.393351,0.28605,4.4602
14720,0.268784,0.262447,4.79254
14730,0.992371,0.261793,8.06303
14740,0.610207,0.269486,6.85027
14750,0.279378,0.699324,3.34162
14760,0.258718,0.459209,4.80931
14770,0.953007,0.425786,7.83744
14780,0.353803,0.288535,4.91345
14790,0.481929,0.248267,6.28783
14800,0.47404,0.267775,6.11482
14810,0.268274,0.328464,4.86759
14820,1.10994,2.12436,6.67398
14830,1.09777,0.242301,10.2509
14840,4.44813,0.531058,12.7103
14850,0.989836,0.309634,6.22419
14860,0.394067,0.24512,5.76559
14870,0.715479,0.368737,4.64558
14880,0.391092,0.318397,4.24469
14890,0.695074,2.37541,4.03615
14900,0.303517,0.91194,3.70738
14910,0.239522,0.428093,4.06811
14920,0.270094,0.335431,4.69301
14930,0.406344,0.279737,4.06724
14940,0.769952,0.251258,6.2259
14950,0.514751,0.237512,6.29653
14960,0.404724,0.309679,5.09442
14970,0.258901,0.499307,5.17603
14980,0.265299,1.27103,3.89752
14990,1.53925,0.29746,9.38873
15000,0.356441,0.325815,5.65148
15010,0.443907,0.373427,5.97675
15020,0.223858,0.205473,4.52733
15030,0.58015,0.298594,9.56573
15040,0.236023,0.493545,4.33757
15050,0.309401,0.256376,5.33667
15060,1.98931,0.361637,10.8652
15070,0.363571,0.263911,5.13002
15080,0.319841,0.396375,4.43861
15090,0.418411,0.236995,5.42563
15100,0.537545,0.266624,6.28451
15110,2.26067,0.338571,10.9601
15120,0.257832,0.864532,3.6045
15130,0.850373,0.211515,8.3545
15140,1.30276,0.3954,10.3886
15150,1.29672,0.415275,8.02012
15160,1.58249,0.315842,10.4188
15170,0.366401,0.269893,6.73645
15180,0.547597,0.243606,6.36946
15190,0.397423,0.255106,6.0049
15200,0.358773,0.2375,5.51616
15210,0.677416,0.379443,5.20366
15220,0.268693,0.268667,4.69346
15230,0.499443,0.230138,6.65887
15240,1.9063,0.199423,12.8797
15250,1.23715,0.321131,9.54477
15260,0.4013,1.26989,3.27742
15270,0.744498,0.226874,7.33649
15280,0.660552,0.326891,7.73946
15290,0.889959,0.239799,7.22045
15300,0.928926,0.275903,8.71658
15310,1.52548,0.415375,10.1056
15320,1.33989,0.270006,9.00732
15330,0.291402,1.61668,2.61907
15340,0.514039,0.302584,5.90591
15350,0.304284,0.246734,4.85091
15360,0.259872,0.548013,3.738
15370,1.25427,0.251129,8.15004
15380,0.242917,0.464808,4.69945
15390,1.28536,0.360292,8.68912
15400,0.606373,0.199058,5.76186
15410,0.413552,0.299378,5.9259
15420,0.69294,0.252023,7.56148
15430,0.89775,0.299697,7.00537
15440,1.10427,0.316978,8.5856
15450,0.398882,0.323245,5.13521
15460,0.26321,0.379441,3.98488
15470,0.4798,0.396585,5.12504
15480,0.467363,0.2453,6.09351
15490,0.500148,0.185945,6.73678
15500,2.49145,0.268276,12.2603
15510,0.382035,0.332543,7.50032
15520,0.286343,0.408663,3.51755
15530,1.03815,0.252907,8.97329
15540,1.56041,1.69464,6.99384
15550,0.837532,0.247133,8.39632
15560,0.267192,0.324872,5.50444
15570,1.34317,0.331627,9.49524
15580,0.525967,0.229696,5.58481
15590,0.902898,0.274704,7.34493
